cip,major,category,family,source,path_label,traditional_entry,job_1,why_1,soc_1,job_2,why_2,soc_2,job_3,why_3,soc_3
60.0301,Veterinary Anesthesiology Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0302,Veterinary Dentistry Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0303,Veterinary Dermatology Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0304,Veterinary Emergency and Critical Care Medicine Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0305,Veterinary Internal Medicine Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0306,Laboratory Animal Medicine Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0307,Veterinary Microbiology Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0308,Veterinary Nutrition Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0309,Veterinary Ophthalmology Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0310,Veterinary Pathology Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0311,Veterinary Practice Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0312,Veterinary Preventive Medicine Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0313,Veterinary Radiology Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0314,Veterinary Surgery Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0315,Theriogenology Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0316,Veterinary Toxicology Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0317,Zoological Medicine Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0318,Poultry Veterinarian Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0319,Veterinary Behaviorist Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0320,Veterinary Clinical Pharmacology Residency Program,Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0399,"Veterinary Residency/Fellowship Program, Other",Other,health,cip2,Health Residencies,veterinarians,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0701,"Nurse Practitioner Residency/Fellowship Program, General",Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0702,Combined Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0703,Acute Care Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0704,Adult/Gerontology Acute Care Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0705,Adult/Gerontology Critical Care Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0706,Cardiology/Cardiovascular Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0707,Clinical Informatics Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0708,Dermatology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0709,Developmental and Behavioral Pediatrics Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0710,Diabetes Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0711,Emergency Medicine Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0712,Endocrinology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0713,Family Medicine Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0714,Gastroenterology and Hepatology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0715,Gastroenterology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0716,Genetics Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0717,Gerontology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0718,Global Health Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0719,Hematology-Oncology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0720,Hepatology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0721,Home-Based Primary Care Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0722,Hospice and Palliative Medicine Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0723,Hospital Medicine Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0724,Infectious Diseases Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0725,Neonatal Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0726,Nephrology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0727,Neurology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0728,Neuroscience Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0729,Obstetrics and Gynecology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0730,Occupational Health Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0731,Orthopedic Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0732,Orthopedic Surgery Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0733,Pain Management Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0734,Palliative Care Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0735,Pediatric Hematology-Oncology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0736,Pediatric Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0737,Pediatric Rehabilitation Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0738,Psychiatric/Mental Health Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0739,Public/Community Health Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0740,Pulmonary Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0741,Rheumatology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0742,Rural Health Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0743,Sleep Medicine Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0744,Surgical and Critical Care Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0745,Surgical Wound and Reconstruction Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0746,Transplantation Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0747,Trauma and Critical Care Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0748,Urgent Care Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0749,Urology Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0750,Women's Health Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0751,Wound Care Nurse Practitioner Residency/Fellowship Program,Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0799,"Nurse Practitioner Residency/Fellowship Program, Other",Other,health,cip2,Health Residencies,nurse practitioners,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0801,"Pharmacy Residency/Fellowship Program, General",Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0802,Combined Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0803,Ambulatory Care Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0804,Cardiology Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0805,Clinical Pharmacogenomics Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0806,Community/Community-Based Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0807,Corporate Pharmacy Leadership Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0808,Critical Care Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0809,Drug Information Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0810,Emergency Medicine Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0811,Family Medicine Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
